UDI,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
5458,12,19601,191,10,58.01,4.15,55.9,48.4,1795.96
5459,11,20094,208,8,60.73,4.02,44.1,44.8,1497.17
5460,11,17459,239,8,64.71,4.0,52.7,51.4,1456.31
5461,11,18654,209,8,48.53,5.56,82.2,34.4,1435.52
5462,10,20672,147,7,57.94,3.91,43.5,35.4,1337.41
5463,9,19413,169,6,47.67,3.92,48.2,30.7,1170.23
5464,10,19406,165,7,53.84,4.16,38.4,37.0,1334.68
5465,9,14746,160,9,50.79,4.9,46.0,49.9,1532.6
5466,11,18363,116,8,67.14,4.74,40.8,36.1,1393.05
5467,12,20446,233,8,71.95,5.13,40.3,38.3,1359.03
5468,13,22542,147,9,74.98,4.65,58.9,32.6,1602.76
5469,12,19814,146,8,53.79,5.09,63.8,49.3,1399.64
5470,13,22611,110,9,60.43,5.14,59.2,45.9,1507.37
5471,11,23366,191,7,59.23,5.96,42.7,53.2,1439.76
5472,11,21451,158,9,76.81,6.14,34.8,53.3,1518.86
5473,12,22468,148,9,76.33,5.22,30.5,35.2,1454.94
5474,11,19504,147,10,68.83,5.78,40.4,41.5,1773.89
5475,12,19862,171,8,63.65,5.48,42.7,54.2,1451.46
5476,10,18213,136,8,59.2,5.86,49.5,34.2,1459.48
5477,11,18826,88,8,61.52,5.72,58.1,49.9,1363.11
5478,13,23993,105,9,39.22,5.97,50.4,26.2,1659.47
5479,14,25746,101,10,56.41,6.08,74.0,47.6,1823.92
5480,11,20212,148,6,42.25,5.91,82.7,37.0,1170.45
5481,14,25617,164,10,56.13,5.84,53.7,56.6,1697.2
5482,12,25423,174,10,47.71,6.42,32.0,41.0,1720.05
5483,13,27447,78,10,57.48,5.88,48.6,52.6,1779.99
5484,15,28156,144,11,50.39,5.71,51.8,54.2,1799.82
5485,14,25673,103,10,50.4,5.3,63.2,42.0,2002.14
5486,14,27177,206,9,68.33,6.36,39.0,55.2,1802.91
5487,15,29388,157,9,57.42,6.55,35.5,54.4,1694.63
5488,12,20839,164,8,65.92,5.39,58.1,32.0,1525.31
5489,12,26208,133,8,72.34,8.02,48.4,48.2,1438.25
5490,13,24458,118,10,51.47,6.75,48.2,42.3,1656.78
5491,3,2798,353,3,75.91,2.93,44.4,29.8,575.05
5492,1,758,345,1,71.12,1.08,50.2,24.1,78.41
5493,3,4305,335,2,65.28,1.58,57.4,34.2,397.1
5494,3,2293,365,2,66.61,1.15,30.0,33.7,294.08
5495,5,6023,365,3,62.79,1.44,55.2,23.8,476.19
5496,4,6128,340,0,66.9,0.76,63.3,23.9,174.66
5497,3,4693,323,2,49.45,1.6,60.4,24.1,464.28
5498,5,7471,296,2,58.29,0.83,80.3,38.6,466.17
5499,5,6549,345,3,50.07,0.93,49.7,26.8,566.39
5500,3,5811,365,2,65.24,1.4,53.9,28.6,180.49
5501,4,7780,365,2,57.71,2.05,70.3,35.3,379.98
5502,1,4180,365,0,58.14,1.85,55.6,22.4,50.0
5503,3,5816,335,1,67.68,1.48,73.1,39.9,245.78
5504,4,7873,323,1,54.64,2.36,64.8,23.7,279.47
5505,5,9197,353,2,54.05,2.21,56.7,34.4,434.19
5506,4,10795,279,2,49.06,2.62,54.9,31.2,396.9
5507,5,9897,297,2,49.75,1.7,52.2,31.0,490.24
5508,4,6827,359,3,59.31,2.92,54.6,11.0,576.65
5509,6,8082,273,3,66.92,3.04,44.9,29.8,633.8
5510,6,9148,302,2,58.23,2.76,63.1,18.1,576.93
5511,6,9132,319,3,71.16,2.59,78.0,28.1,358.48
5512,6,10487,300,3,40.72,2.65,33.3,31.4,499.75
5513,4,6360,330,4,54.16,2.62,69.1,46.4,684.05
5514,5,10488,339,3,60.65,1.81,57.9,36.0,560.58
5515,6,7951,304,2,51.42,2.28,67.5,23.8,393.84
5516,6,7676,329,4,57.28,2.57,48.0,33.6,763.59
5517,7,11347,253,4,50.07,2.23,52.8,37.4,833.5
5518,9,12776,274,5,57.72,3.52,70.2,38.8,884.29
5519,8,11043,348,6,47.07,3.1,54.4,36.1,975.52
5520,5,8509,331,2,58.65,3.82,64.9,25.6,276.39
5521,8,12013,232,6,55.52,3.37,47.9,38.9,1030.06
5522,8,13305,266,5,64.09,2.35,52.6,38.1,915.44
5523,6,10049,268,4,61.83,3.75,61.1,37.4,614.03
5524,9,13861,274,5,56.15,2.92,59.9,44.7,907.85
5525,7,12398,296,4,45.15,3.91,64.9,40.5,754.87
5526,5,11616,311,3,60.89,4.03,50.9,30.9,651.93
5527,8,16036,253,3,66.61,4.03,55.0,34.7,641.61
5528,8,14142,283,6,57.22,3.94,66.6,41.9,949.63
5529,8,14393,266,5,68.2,3.69,72.3,29.4,1068.13
5530,8,13870,243,4,56.81,3.52,44.9,16.2,869.33
5531,7,13802,189,5,63.49,4.54,69.3,20.1,750.06
5532,9,16200,267,7,52.83,3.81,45.8,23.0,1271.33
5533,8,16539,251,5,67.14,3.56,57.5,40.5,867.5
5534,9,13007,242,5,53.4,4.02,58.4,39.1,1062.51
5535,9,15578,199,7,53.02,4.42,49.2,44.3,1158.43
5536,7,14174,283,5,64.9,4.48,52.9,38.1,700.4
5537,8,14916,227,5,61.91,5.43,33.8,44.3,862.96
5538,6,11281,184,5,50.86,4.59,63.7,41.0,752.09
5539,10,15631,177,7,42.12,4.44,51.7,47.6,1173.45
5540,8,16524,233,7,51.67,4.0,54.5,43.7,930.45
5541,10,16805,228,7,50.13,3.89,48.1,53.1,1228.1
5542,10,15398,190,7,56.2,5.07,63.7,56.7,1036.42
5543,11,20605,216,8,61.54,5.16,57.2,42.6,1387.31
5544,8,16498,219,3,71.53,5.23,41.2,48.3,438.69
5545,10,18126,201,8,60.19,3.85,53.7,35.3,1250.34
5546,13,20618,174,8,59.27,4.45,42.6,41.8,1534.83
5547,13,22045,217,9,48.59,4.7,55.2,59.3,1669.85
5548,12,22928,211,10,51.97,5.48,63.2,44.8,1600.47
5549,11,17618,200,7,44.52,5.2,57.3,28.7,1334.56
5550,9,15384,155,6,64.23,4.74,60.2,28.4,897.33
5551,12,20613,134,8,60.3,5.06,67.7,37.8,1537.58
5552,11,20450,173,6,65.29,5.41,45.2,32.6,1277.75
5553,12,21171,192,10,57.01,5.55,49.7,48.3,1658.85
5554,11,21904,190,8,73.07,6.14,33.4,35.1,1355.88
5555,11,22663,174,9,66.28,6.08,50.4,39.8,1285.2
5556,12,22783,139,8,71.02,6.05,47.6,39.1,1433.9
5557,12,23296,126,8,58.19,5.09,62.8,33.1,1505.9
5558,13,24288,144,10,60.19,5.25,60.5,35.5,1756.21
5559,11,21629,140,7,58.59,5.18,73.0,49.3,1294.96
5560,10,18565,171,7,57.59,5.94,49.0,42.6,1096.68
5561,15,25098,120,11,59.1,5.57,59.8,24.4,1932.96
5562,15,24704,120,10,68.14,6.15,63.9,44.9,1713.72
5563,14,25442,190,9,41.16,6.3,82.5,55.1,1781.97
5564,11,22503,173,9,52.1,6.1,60.2,46.5,1580.19
5565,12,21316,96,10,70.17,6.5,54.4,61.0,1706.61
5566,14,26089,164,11,53.94,5.79,56.5,45.9,1884.0
5567,15,25957,84,9,64.87,5.43,60.6,53.0,1585.05
5568,1,500,352,0,62.99,0.66,71.5,14.9,50.0
5569,3,2797,352,1,61.26,1.51,49.9,13.6,431.27
5570,4,3344,357,3,60.88,2.06,46.5,30.9,430.47
5571,5,7225,365,1,66.31,1.93,86.5,26.9,321.64
5572,3,3798,356,0,54.26,1.17,41.5,47.3,129.94
5573,1,2963,365,0,58.15,1.8,65.3,17.3,50.0
5574,5,5965,336,2,43.65,0.67,60.0,26.6,457.8
5575,5,6111,357,4,57.91,2.19,58.9,30.6,866.87
5576,4,8420,346,3,61.9,1.73,40.3,35.5,534.28
5577,5,4600,296,2,66.39,1.99,87.5,36.8,489.6
5578,4,7987,346,2,54.47,0.76,57.1,14.7,369.5
5579,3,7432,332,0,52.61,2.0,48.8,36.5,100.47
5580,6,9789,305,3,45.43,2.74,39.0,30.7,646.73
5581,5,7034,311,4,57.78,2.02,30.9,8.6,820.37
5582,6,11005,309,3,58.83,1.9,63.4,32.0,728.85
5583,7,9717,310,3,54.21,1.9,44.9,25.9,323.91
5584,4,5631,365,4,49.68,1.71,51.8,37.5,472.18
5585,4,6198,365,1,52.41,2.17,47.8,30.8,487.58
5586,6,8415,228,5,47.1,1.57,61.5,40.6,786.72
5587,5,6785,321,6,54.63,2.47,59.7,39.6,881.59
5588,7,12405,331,4,64.15,2.88,64.0,30.3,701.83
5589,5,7270,294,4,48.94,2.16,64.5,32.0,549.42
5590,4,7321,324,1,67.82,2.64,46.4,37.1,202.66
5591,6,7734,343,2,72.78,2.49,38.8,33.8,425.7
5592,6,10081,248,3,51.4,2.8,53.2,25.4,549.84
5593,8,10791,291,6,67.94,3.11,61.2,47.6,942.07
5594,7,9644,343,4,60.52,2.91,56.3,34.2,851.68
5595,7,11341,245,4,59.49,3.18,32.6,27.7,750.78
5596,7,13180,276,3,50.84,3.06,55.7,49.3,654.78
5597,6,11191,263,4,55.56,3.31,43.0,16.8,729.04
5598,6,11429,304,3,59.6,3.11,55.3,26.7,547.67
5599,7,11760,306,4,60.82,3.17,66.6,29.4,689.31
5600,7,11542,273,4,52.37,3.4,30.0,41.0,611.79
5601,10,16967,265,6,51.37,3.09,73.1,37.2,1192.32
5602,9,13825,210,5,54.05,3.4,42.4,32.5,945.22
5603,8,14812,302,5,66.89,2.78,67.0,44.3,1042.61
5604,8,15504,246,3,72.42,2.37,65.1,42.3,717.7
5605,7,11278,250,5,56.76,3.37,51.4,31.7,1038.02
5606,6,10388,281,4,60.6,2.98,60.5,33.9,681.73
5607,7,11901,256,4,48.07,4.39,46.6,25.0,662.74
5608,8,11810,278,5,51.99,3.07,34.3,34.2,1106.02
5609,8,13441,262,6,46.49,3.93,68.7,35.4,1155.34
5610,9,17432,246,4,68.31,3.27,46.8,27.6,653.85
5611,10,15247,246,6,50.62,3.69,76.6,26.8,1165.84
5612,7,15293,201,4,37.69,3.19,65.6,30.8,830.66
5613,8,13990,226,5,70.31,3.22,44.9,44.4,897.65
5614,11,21501,261,7,52.47,4.01,62.1,46.6,1151.49
5615,10,16242,198,6,48.04,3.75,61.3,35.2,1101.42
5616,9,16074,197,7,73.71,6.44,75.7,58.8,1219.34
5617,9,15060,189,7,57.19,4.77,49.1,29.4,1129.75
5618,9,15483,217,7,77.44,5.4,52.2,42.4,1272.04
5619,9,18612,252,6,52.53,4.77,60.2,33.8,919.29
5620,10,18652,223,7,42.66,3.82,55.2,49.7,1257.64
5621,14,24373,139,9,55.43,4.18,38.3,47.1,1834.03
5622,10,16147,221,6,70.18,3.7,67.2,38.1,1179.82
5623,11,20437,185,7,61.3,3.79,74.2,49.7,1424.59
5624,8,14488,211,6,56.98,3.55,56.8,34.7,1026.39
5625,9,15229,189,8,59.05,4.37,39.7,43.9,1340.8
5626,12,21328,164,9,47.34,4.68,53.6,43.1,1516.72
5627,11,20203,185,7,60.26,4.51,44.1,21.0,1240.08
5628,4,11765,168,4,58.31,3.93,51.9,45.2,690.76
5629,12,22451,188,9,57.59,3.9,57.2,48.1,1466.23
5630,14,25175,150,10,70.99,4.93,62.9,45.5,1843.32
5631,8,18960,140,6,45.64,5.37,71.9,46.9,1088.79
5632,13,21104,193,9,58.05,5.17,62.5,38.3,1478.49
5633,7,18033,201,7,64.96,6.03,42.3,26.7,1216.94
5634,13,25893,183,8,59.41,5.13,63.2,34.7,1690.69
5635,11,20211,144,8,69.02,5.36,51.6,40.4,1488.88
5636,8,14792,138,7,65.91,5.26,52.9,30.7,966.14
5637,12,20110,137,8,54.83,4.93,54.8,41.7,1677.57
5638,13,22782,182,10,63.93,5.29,56.6,34.2,1498.54
5639,12,25431,127,8,55.99,5.87,67.2,38.5,1268.28
5640,13,23726,176,9,56.04,5.94,61.0,49.6,1424.34
5641,11,20464,166,10,64.57,5.73,40.8,52.9,1612.35
5642,9,18052,181,5,61.61,6.39,37.0,38.4,765.54
5643,13,21986,174,9,59.28,5.88,62.8,42.0,1375.23
5644,15,27772,156,9,61.24,5.86,61.5,55.0,1610.13
5645,14,25212,93,9,73.28,6.5,70.1,57.4,1566.55
5646,10,23790,153,6,59.94,5.44,53.8,49.0,1088.91
5647,10,21717,134,7,57.09,6.59,58.4,44.1,1286.34
5648,12,24555,116,8,45.08,5.46,60.7,38.0,1585.49
5649,11,21972,162,8,63.57,5.94,36.3,41.6,1395.48
5650,13,23188,114,10,60.53,5.21,35.7,47.9,1763.2
5651,14,24850,100,7,57.0,6.33,63.8,28.4,1369.13
5652,11,20596,147,8,69.37,6.91,59.4,42.2,1514.84
5653,15,28951,97,10,52.61,5.86,71.2,63.8,1950.29
5654,15,27098,90,10,51.25,6.23,77.1,44.9,1739.33
5655,2,3829,331,1,69.71,0.89,51.4,9.5,64.01
5656,3,3894,338,1,56.46,0.94,50.8,20.7,179.5
5657,1,941,338,0,65.32,0.58,38.7,16.4,50.0
5658,3,2161,365,2,46.42,1.19,61.2,34.8,336.23
5659,3,4457,324,1,79.08,2.01,30.3,47.1,238.93
5660,4,5012,295,3,49.46,1.05,43.4,29.2,496.48
5661,4,6828,356,1,58.26,1.49,58.7,21.2,151.82
5662,4,4492,326,3,59.61,1.54,47.1,18.3,493.4
5663,4,6579,342,2,65.25,1.28,54.4,36.2,426.42
5664,4,8206,365,2,57.93,1.66,52.5,33.8,549.51
5665,6,8689,338,3,57.08,1.41,41.7,41.4,540.63
5666,4,7193,365,2,47.41,1.88,30.2,23.8,395.54
5667,5,8163,328,3,57.48,1.69,63.4,43.1,544.96
5668,4,9042,358,4,37.34,1.07,52.9,29.4,585.76
5669,4,6842,309,1,61.11,0.93,59.1,22.3,228.41
5670,6,9870,325,3,56.38,0.83,54.3,15.6,411.22
5671,4,6501,290,4,63.63,1.77,54.1,23.9,682.15
5672,6,7883,291,4,67.22,2.44,57.0,27.8,784.25
5673,5,6258,303,4,52.32,1.78,52.7,21.4,635.96
5674,5,10195,264,3,71.23,2.15,50.9,33.6,607.25
5675,5,6872,306,2,57.62,2.0,42.9,24.5,263.33
5676,5,9639,289,2,53.48,1.98,84.8,22.4,585.02
5677,3,6879,301,2,56.1,3.58,67.1,18.7,280.22
5678,7,12522,252,5,62.07,2.13,72.9,22.6,850.9
5679,6,9263,310,4,56.09,1.9,70.2,27.4,809.72
5680,8,11384,337,4,63.62,2.2,51.6,31.6,652.28
5681,6,10873,327,4,57.85,2.76,52.8,30.0,669.28
5682,9,13601,336,5,66.95,2.51,55.0,41.1,884.76
5683,6,8683,277,3,69.42,2.99,50.6,44.2,651.79
5684,6,13663,260,3,56.16,2.61,65.5,40.1,503.06
5685,6,9703,281,5,51.51,2.76,45.2,19.5,913.16
5686,5,8425,253,5,60.89,2.82,42.2,37.1,822.92
5687,10,15642,206,5,48.81,3.18,39.4,48.7,841.48
5688,10,17974,280,6,42.96,3.63,51.1,46.1,1201.75
5689,9,11735,246,6,62.3,3.73,49.3,34.4,1264.24
5690,6,13275,206,3,48.79,4.1,47.6,43.7,506.79
5691,11,16243,232,7,65.59,2.79,56.0,34.8,1226.31
5692,7,13297,239,4,68.76,2.98,41.0,42.5,627.95
5693,8,13176,243,4,70.4,3.09,63.9,44.3,791.97
5694,10,19713,240,8,60.12,3.62,41.8,44.0,1466.92
5695,9,15847,276,6,65.67,3.16,40.9,23.6,1009.85
5696,12,18288,194,8,55.36,3.41,47.3,45.6,1345.57
5697,9,15388,226,5,59.56,4.14,53.3,44.7,1085.07
5698,8,14999,198,7,58.87,4.46,65.3,36.4,1081.57
5699,8,15222,260,7,73.01,4.32,54.1,35.3,1086.65
5700,6,13303,203,3,45.29,4.19,35.7,29.0,574.21
5701,9,16333,207,6,59.29,3.74,60.9,33.8,904.06
5702,11,16759,246,8,73.53,4.14,60.6,41.2,1313.63
5703,10,17250,251,6,64.82,4.77,48.0,49.6,1304.43
5704,10,18760,253,7,67.99,4.58,57.1,34.4,1309.78
5705,8,14670,154,4,65.94,4.82,72.2,39.1,859.48
5706,10,19174,215,6,65.11,4.9,44.6,18.5,1180.9
5707,11,19503,206,8,78.89,6.31,66.5,37.8,1461.17
5708,11,19218,194,7,58.49,4.84,70.2,47.7,1237.65
5709,10,20226,195,6,59.56,4.39,57.1,48.0,1111.67
5710,9,14718,230,5,62.33,4.92,40.3,29.1,995.37
5711,12,20002,220,8,60.31,5.29,70.7,46.3,1391.48
5712,6,15889,210,4,58.96,5.58,66.0,38.2,850.97
5713,11,22875,186,9,70.25,5.15,61.6,35.5,1350.19
5714,15,28449,246,9,59.82,5.1,54.4,36.6,1647.97
5715,9,17986,163,7,52.4,5.64,68.9,27.2,1310.58
5716,11,21087,125,8,54.25,4.57,44.8,29.2,1499.43
5717,11,21851,159,7,66.82,5.85,65.3,47.6,1229.78
5718,11,22628,166,7,53.17,5.24,51.1,42.7,1311.16
5719,13,23675,201,8,49.53,5.29,34.9,42.5,1510.25
5720,12,23484,144,8,53.48,5.05,42.9,36.8,1657.4
5721,12,22875,172,7,57.56,4.74,59.8,52.7,1240.03
5722,13,24258,111,9,64.43,6.11,57.7,44.2,1620.82
5723,12,21032,184,8,67.18,5.65,60.3,46.5,1398.42
5724,15,25606,151,10,55.28,5.32,50.6,42.6,1952.43
5725,12,21851,137,9,67.14,5.75,57.5,34.5,1546.11
5726,13,22142,207,9,52.16,5.46,62.5,54.0,1537.87
5727,10,17983,171,7,72.15,4.85,83.3,40.6,1313.78
5728,12,22360,105,9,53.29,5.69,50.3,45.3,1480.21
5729,14,25134,129,10,65.82,5.15,67.3,50.5,1778.71
5730,11,22223,211,7,51.95,6.04,62.8,49.8,1347.05
5731,10,21834,184,7,46.23,6.79,56.5,49.2,1066.73
5732,13,24972,150,10,50.28,5.73,39.4,37.0,1638.59
5733,15,26795,65,11,66.62,6.5,71.7,47.8,2111.18
5734,13,23497,158,8,54.84,5.83,58.0,37.6,1502.05
5735,13,26276,96,8,76.83,8.19,47.9,47.3,1366.14
5736,11,22497,153,9,47.31,5.81,44.4,38.8,1534.35
5737,14,25689,89,8,42.86,6.61,58.1,45.4,1332.69
5738,15,27395,122,11,62.18,7.05,43.7,48.1,1936.56
5739,1,500,346,2,65.67,1.1,48.2,19.7,319.4
5740,5,5294,352,3,45.48,1.32,47.9,50.1,551.2
5741,4,4181,365,1,47.58,1.39,55.6,12.4,205.43
5742,5,5929,316,3,56.22,1.08,62.2,28.7,738.72
5743,4,6279,365,3,60.37,1.93,51.2,15.9,486.83
5744,5,7196,319,3,66.14,1.07,52.4,31.2,370.72
5745,5,9040,313,3,60.63,0.61,56.3,18.6,543.6
5746,5,8763,359,2,51.57,1.06,46.0,29.4,557.05
5747,1,5170,365,0,54.01,1.88,48.0,16.1,201.86
5748,2,4409,324,2,66.3,1.46,49.4,32.5,50.42
5749,3,5675,299,1,49.78,1.75,58.5,14.0,156.46
5750,4,5464,300,0,75.67,1.66,74.3,17.1,122.53
5751,5,8859,291,3,41.49,1.99,40.1,20.8,576.57
5752,5,6726,329,3,64.7,2.5,57.9,32.9,423.73
5753,7,8129,311,5,55.13,2.84,52.2,35.6,935.51
5754,7,12849,320,6,74.29,1.72,53.0,31.5,1092.8
5755,4,5176,316,3,50.21,2.72,49.1,33.0,431.58
5756,6,10198,327,4,57.7,2.4,68.7,13.7,715.26
5757,4,5910,288,3,67.13,1.74,30.0,25.9,601.45
5758,6,11455,274,4,67.14,2.67,41.4,31.7,896.86
5759,6,11749,299,4,63.85,3.4,68.1,33.3,825.54
5760,1,4739,290,2,53.35,2.16,69.0,22.4,227.86
5761,10,16705,297,5,52.63,2.46,76.1,41.9,1045.34
5762,7,11381,264,6,76.22,1.85,58.7,37.5,976.51
5763,6,13611,303,1,71.08,2.64,60.8,47.4,285.06
5764,9,15069,246,6,62.6,2.83,32.6,43.6,1129.58
5765,6,9224,262,4,55.38,3.86,55.0,19.8,768.55
5766,7,11969,306,5,47.57,2.46,61.7,40.6,879.24
5767,6,10526,236,3,64.87,3.46,49.1,30.7,700.22
5768,10,15314,298,4,70.54,3.2,53.9,35.3,851.66
5769,7,9739,221,5,56.19,4.24,69.8,22.3,870.82
5770,8,14095,213,6,63.53,3.26,72.5,33.5,1059.72
5771,9,12726,213,6,55.16,3.2,58.0,39.5,1112.18
5772,8,9907,259,6,64.61,3.7,54.4,41.9,947.6
5773,8,13269,275,5,57.93,3.57,63.7,27.1,1108.73
5774,9,13941,290,6,61.2,3.84,50.6,34.6,1147.24
5775,12,17608,281,8,53.04,3.78,67.5,39.9,1440.17
5776,9,10735,268,5,38.17,2.81,48.7,33.3,962.31
5777,8,13004,215,6,59.38,3.86,64.0,23.7,1032.41
5778,9,15310,213,4,68.62,3.9,54.8,29.4,986.19
5779,10,15909,259,6,62.06,3.33,47.6,37.5,1215.82
5780,8,15176,274,6,56.11,3.92,59.3,40.9,1103.48
5781,8,16774,198,7,59.09,2.91,50.3,34.0,1407.81
5782,6,13150,266,4,55.93,4.0,66.9,22.3,779.2
5783,7,15250,166,4,57.74,4.29,43.1,31.8,670.02
5784,8,16664,233,7,57.53,4.48,57.7,26.0,1234.03
5785,9,14897,212,6,65.49,4.48,46.2,43.8,1133.32
5786,12,20819,205,8,52.15,3.76,69.4,55.9,1578.74
5787,10,19343,210,6,55.15,3.52,63.6,40.7,1194.54
5788,8,14886,181,6,54.71,4.77,54.5,41.3,1053.8
5789,9,15644,218,6,50.77,4.55,54.8,32.2,1176.39
5790,12,21316,204,10,69.94,4.65,75.2,45.7,1511.98
5791,12,18433,226,9,63.23,5.32,64.1,43.4,1607.91
5792,10,16758,242,9,63.05,3.75,45.9,47.6,1537.09
5793,10,17525,195,6,53.95,5.53,66.2,34.9,986.65
5794,12,21736,163,6,71.11,4.42,48.2,43.0,1212.39
5795,9,17878,151,6,61.39,5.16,56.8,28.8,1013.73
5796,11,21634,232,10,61.9,4.82,30.0,46.7,1596.27
5797,14,22437,225,9,71.28,4.73,64.8,42.5,1732.39
5798,11,18847,202,9,61.27,4.2,47.0,39.0,1416.72
5799,10,19986,175,6,58.44,4.66,52.5,32.4,1097.31
5800,12,20492,195,7,59.11,5.28,38.3,42.0,1227.35
5801,10,18475,207,7,56.81,5.28,57.2,45.2,1262.55
5802,9,15485,147,9,63.43,5.63,55.8,40.4,1473.43
5803,12,22396,164,9,52.28,4.85,39.7,53.7,1431.17
5804,13,25562,128,7,55.6,5.62,55.4,40.3,1325.87
5805,11,19396,155,8,74.3,5.33,51.8,41.6,1381.16
5806,11,22563,203,7,62.22,5.67,69.7,50.7,1291.67
5807,10,19876,185,7,68.33,5.68,46.5,32.0,1334.82
5808,12,19807,154,9,61.86,5.24,60.7,53.1,1464.28
5809,11,20048,66,9,37.5,5.68,37.4,53.7,1479.21
5810,11,20045,125,9,55.98,5.83,56.0,32.7,1651.05
5811,15,26030,141,10,49.79,6.12,59.3,69.1,1878.24
5812,13,24824,129,9,47.64,6.53,59.9,43.4,1503.78
5813,14,28258,134,11,53.68,5.51,53.6,34.1,1868.58
5814,14,23428,138,8,52.21,5.29,75.8,38.8,1561.55
5815,14,24938,113,11,57.62,6.57,50.7,46.3,1968.72
5816,12,22056,125,8,49.9,5.36,60.8,40.3,1471.94
5817,14,23988,118,10,62.46,6.57,51.2,41.3,1800.93
5818,13,24923,99,9,36.82,5.65,44.9,35.7,1643.32
5819,14,26072,173,8,57.65,5.84,40.7,36.3,1524.46
5820,14,23439,101,10,64.8,6.16,44.0,60.8,1601.7
5821,13,25077,45,9,50.55,5.52,62.3,48.4,1549.69
5822,12,22132,164,9,70.87,5.81,70.9,51.6,1683.7
5823,14,26448,83,10,64.99,5.51,62.2,40.1,1846.19
5824,14,28469,132,11,54.0,6.76,51.0,44.4,1878.49
5825,11,23750,82,10,57.37,6.47,47.5,33.5,1615.67
5826,15,28211,117,12,57.09,6.53,57.0,45.6,1965.82
5827,15,27242,96,11,56.6,6.54,42.5,58.1,1833.56
5828,7,8500,365,2,60.27,0.99,65.6,30.2,614.76
5829,3,4535,356,2,53.79,0.81,59.4,24.8,328.36
5830,2,3276,341,2,50.29,1.58,43.4,18.3,349.54
5831,2,2566,364,2,54.12,0.5,72.9,29.8,560.64
5832,4,5576,342,1,69.82,0.53,40.5,23.1,290.16
5833,4,3365,293,3,49.02,1.98,55.6,37.8,444.66
5834,2,1928,330,3,55.69,1.48,65.0,20.9,527.59
5835,4,6581,365,1,60.96,0.5,63.8,47.4,387.64
5836,1,3273,289,1,53.14,1.61,47.5,31.6,50.0
5837,5,7040,348,2,62.33,0.71,50.1,29.6,564.75
5838,3,6808,331,2,54.13,2.2,43.5,26.5,269.8
5839,4,6687,365,1,56.06,2.09,57.6,39.0,441.33
5840,2,3310,298,1,58.46,2.75,64.8,26.6,327.53
5841,4,4365,331,2,51.25,1.63,32.1,32.8,412.97
5842,4,8488,345,3,55.08,1.24,61.7,44.9,435.48
5843,5,8820,315,4,68.07,1.65,49.1,31.7,789.88
5844,6,11652,295,5,47.77,1.72,53.9,15.2,881.94
5845,7,13495,315,3,49.94,2.22,42.2,35.4,562.61
5846,6,7205,304,4,56.52,1.16,47.6,41.4,772.39
5847,7,8543,300,3,55.71,2.15,78.9,36.5,527.11
5848,8,7465,335,4,64.28,1.69,50.9,26.7,826.83
5849,6,10828,317,4,43.66,1.99,54.9,31.3,748.75
5850,6,10525,319,3,62.32,2.99,44.0,43.9,647.79
5851,7,11022,309,5,48.29,2.88,86.0,22.7,1001.06
5852,7,9126,325,4,56.35,2.79,60.6,20.2,710.5
5853,7,10921,333,4,43.97,2.79,54.7,27.3,696.03
5854,4,7957,280,4,52.32,2.47,66.0,37.2,642.72
5855,5,10144,310,3,78.99,2.63,59.3,13.6,641.53
5856,6,10669,245,5,65.37,1.91,52.9,33.0,819.04
5857,8,13791,212,6,59.55,2.16,53.5,40.0,879.31
5858,7,11634,329,6,41.9,2.96,36.5,34.0,973.65
5859,9,16082,261,5,50.98,2.39,50.6,26.2,975.91
5860,9,15348,277,5,58.22,3.34,48.9,39.0,882.23
5861,9,12710,230,5,42.08,3.03,58.9,29.3,724.91
5862,9,16664,226,4,63.73,2.95,52.5,39.2,871.17
5863,6,12908,240,5,54.53,2.85,63.2,24.9,709.18
5864,8,14258,279,6,44.6,3.43,56.2,38.7,1136.79
5865,7,12916,240,5,52.94,3.61,44.9,33.6,1110.38
5866,5,12718,242,2,51.75,2.91,72.9,19.9,350.6
5867,7,10315,226,4,56.39,3.16,50.4,38.4,795.18
5868,10,18317,281,8,64.46,3.38,61.7,38.8,1389.9
5869,9,14631,270,6,56.41,3.69,39.3,40.5,926.52
5870,11,19478,227,8,39.29,3.73,64.2,43.6,1157.65
5871,9,15706,260,9,46.92,3.57,35.4,46.0,1304.43
5872,12,17351,229,8,69.29,4.03,78.2,48.6,1409.65
5873,9,14960,224,4,63.13,3.66,63.2,41.2,1083.86
5874,9,17373,229,5,58.98,3.1,52.4,22.8,1017.28
5875,7,13260,246,5,52.33,4.54,61.9,30.5,791.57
5876,11,17578,197,7,63.18,4.44,39.8,20.9,1190.61
5877,8,14103,235,5,69.96,3.34,52.6,24.0,851.53
5878,8,16098,292,5,49.66,4.16,63.9,44.4,732.1
5879,11,21451,220,6,63.11,4.78,61.9,37.3,1071.5
5880,11,15704,214,7,51.35,4.02,54.9,50.2,1326.1
5881,11,23206,208,9,60.68,4.61,58.8,34.7,1497.36
5882,9,17001,222,8,48.49,4.83,68.0,35.9,1279.2
5883,10,18855,157,8,57.7,4.46,63.7,40.2,1443.39
5884,10,17421,254,6,46.26,5.45,32.5,51.4,1007.32
